time,MAC,class_id,level
1364400623,00:1E:C2:94:6D:EE,3801348,-73

1364401817,00:1E:C2:8F:C8:E1,3670276,-78
1364401817,00:1E:C2:94:6D:EE,3801348,-77
1364401817,00:1E:C2:95:92:57,3801348,-67

1364403023,00:1E:C2:8F:C8:E1,3670276,-77
1364403023,00:1E:C2:94:6D:EE,3801348,-71
1364403023,00:1E:C2:95:92:57,3801348,-73
1364403023,00:1E:C2:98:1B:79,3801348,-98
1364403023,44:2A:60:D7:4D:E3,3670276,-97

1364404218,00:1E:C2:94:6D:EE,3801348,-75
1364404218,00:1E:C2:95:92:57,3801348,-70
1364404218,00:1E:C2:98:1B:79,3801348,-96

1364405417,00:1E:C2:8F:C8:E1,3670276,-77
1364405417,00:1E:C2:94:6D:EE,3801348,-75
1364405417,00:1E:C2:95:92:57,3801348,-72

1364406623,00:1E:C2:8F:C8:E1,3670276,-75
1364406623,00:1E:C2:94:6D:EE,3801348,-67
1364406623,00:1E:C2:95:92:57,3801348,-72
1364406623,00:1E:C2:98:1B:79,3801348,-95
1364406623,40:A6:D9:FB:48:54,3801348,-100
1364406623,64:B9:E8:DE:F9:90,3801348,-70

1364407829,00:1E:C2:8F:C8:E1,3670276,-86
1364407829,00:1E:C2:94:6D:EE,3801348,-65
1364407829,00:1E:C2:98:1B:79,3801348,-95
1364407829,00:26:08:CF:64:B3,3801356,-92
1364407829,40:A6:D9:FB:48:54,3801348,-95
1364407829,64:B9:E8:DE:D9:B7,3801348,-90
1364407829,E4:CE:8F:12:B7:C9,3801356,-97

1364411329,00:1E:C2:8F:C8:E1,3670276,-77
1364411329,00:1E:C2:94:6D:EE,3801348,-73
1364411329,00:1E:C2:95:92:57,3801348,-66
1364411329,00:1E:C2:98:1B:79,3801348,-84
1364411329,44:2A:60:D7:4D:E3,3670276,-87
1364411329,E4:CE:8F:12:B7:C9,3801356,-97

1364412723,00:1E:C2:8F:C8:E1,3670276,-75
1364412723,00:1E:C2:94:6D:EE,3801348,-66
1364412723,00:1E:C2:95:92:57,3801348,-64
1364412723,00:26:08:CF:64:B3,3801356,-98
1364412723,E4:CE:8F:74:D4:50,3670276,-100

1364492819,00:06:66:46:B6:F7,7936,-89
1364492819,00:17:F2:BA:19:9A,3670276,-89
1364492819,00:1E:C2:8F:C8:E1,3670276,-69
1364492819,00:1E:C2:94:6D:EE,3801348,-65
1364492819,00:1E:C2:95:92:57,3801348,-74
1364492819,40:A6:D9:FB:47:70,3801348,-85
1364492819,64:B9:E8:DE:D9:B7,3801348,-84
1364492819,E4:CE:8F:74:D4:50,3670276,-90

1364494019,00:17:F2:BA:19:9A,3670276,-94
1364494019,00:1E:C2:8F:C8:E1,3670276,-73
1364494019,00:1E:C2:94:6D:EE,3801348,-63
1364494019,00:1E:C2:98:1B:79,3801348,-81
1364494019,40:A6:D9:FB:47:70,3801348,-96
1364494019,40:A6:D9:FB:48:54,3801348,-93
1364494019,E4:CE:8F:12:B7:C9,3801356,-96

1364495214,00:1E:C2:8F:C8:E1,3670276,-86
1364495214,00:1E:C2:94:6D:EE,3801348,-67
1364495214,00:1E:C2:95:92:57,3801348,-68
1364495214,00:1E:C2:98:1B:79,3801348,-86
1364495214,00:23:6C:A7:A4:B5,3670284,-74
1364495214,40:A6:D9:FB:48:54,3801348,-91
1364495214,44:2A:60:D7:8A:E1,3670276,-86
1364495214,44:2A:60:D8:85:51,3801348,-93

1364496414,00:17:F2:BA:19:9A,3670276,-92
1364496414,00:1E:C2:8F:C8:E1,3670276,-79
1364496414,00:1E:C2:94:6D:EE,3801348,-71
1364496414,00:1E:C2:95:92:57,3801348,-79
1364496414,00:1E:C2:98:1B:79,3801348,-85
1364496414,00:23:6C:A7:A4:B5,3670284,-67
1364496414,40:A6:D9:FB:47:70,3801348,-93
1364496414,64:B9:E8:DE:D9:B7,3801348,-88
1364496414,F0:08:F1:58:A0:1B,5767692,-98

1364497609,00:1E:C2:8F:C8:E1,3670276,-71
1364497609,00:1E:C2:95:92:57,3801348,-66
1364497609,00:1E:C2:98:1B:79,3801348,-84
1364497609,44:2A:60:D7:8A:E1,3670276,-93
1364497609,64:B9:E8:DE:D9:B7,3801348,-80

1364498809,00:1E:C2:8F:C8:E1,3670276,-71
1364498809,00:1E:C2:94:6D:EE,3801348,-69
1364498809,00:1E:C2:95:92:57,3801348,-67
1364498809,00:1E:C2:98:1B:79,3801348,-92
1364498809,00:23:6C:A7:A4:B5,3670284,-63
1364498809,64:B9:E8:DE:F9:90,3801348,-74

1364500014,00:17:F2:BA:19:9A,3670276,-95
1364500014,00:1E:C2:8F:C8:E1,3670276,-78
1364500014,00:1E:C2:94:6D:EE,3801348,-83
1364500014,00:1E:C2:95:92:57,3801348,-72
1364500014,00:1E:C2:98:1B:79,3801348,-96
1364500014,00:23:6C:A7:A4:B5,3670284,-61
1364500014,40:A6:D9:FB:47:70,3801348,-95
1364500014,40:A6:D9:FB:48:54,3801348,-88
1364500014,44:2A:60:D7:4D:E3,3670276,-95

1364501219,00:17:F2:BA:19:9A,3670276,-90
1364501219,00:1E:C2:94:6D:EE,3801348,-72
1364501219,00:1E:C2:95:92:57,3801348,-72
1364501219,00:1E:C2:98:1B:79,3801348,-85
1364501219,00:23:6C:A7:A4:B5,3670284,-88
1364501219,40:A6:D9:FB:48:54,3801348,-94

1364502414,00:1E:C2:8F:C8:E1,3670276,-84
1364502414,00:1E:C2:94:6D:EE,3801348,-72
1364502414,00:1E:C2:95:92:57,3801348,-68
1364502414,00:1E:C2:98:1B:79,3801348,-88
1364502414,00:23:6C:A7:A4:B5,3670284,-75
1364502414,44:2A:60:D7:4D:E3,3670276,-91
1364502414,44:2A:60:D7:8A:E1,3670276,-90
1364502414,64:B9:E8:DE:D9:B7,3801348,-95
1364502414,F0:08:F1:58:A0:1B,5767692,-98

1364503609,00:1E:C2:8F:C8:E1,3670276,-79
1364503609,00:1E:C2:94:6D:EE,3801348,-66
1364503609,00:1E:C2:95:92:57,3801348,-61
1364503609,00:1E:C2:98:1B:79,3801348,-86
1364503609,38:59:F9:F4:7E:3A,4063500,-79

1364504809,00:1E:C2:8F:C8:E1,3670276,-75
1364504809,00:1E:C2:94:6D:EE,3801348,-64
1364504809,00:1E:C2:95:92:57,3801348,-65
1364504809,38:59:F9:F4:7E:3A,4063500,-80
1364504809,64:B9:E8:DE:D9:B7,3801348,-91
1364504809,F0:08:F1:58:A0:1B,5767692,-97

1364506009,00:1E:C2:8F:C8:E1,3670276,-78
1364506009,00:1E:C2:94:6D:EE,3801348,-72
1364506009,00:1E:C2:95:92:57,3801348,-63
1364506009,00:1E:C2:98:1B:79,3801348,-83
1364506009,00:23:6C:A7:A4:B5,3670284,-73
1364506009,64:B9:E8:DE:D9:B7,3801348,-93
1364506009,E4:CE:8F:74:D4:50,3670276,-94
1364506009,F0:08:F1:58:A0:1B,5767692,-95

1364507210,00:1E:C2:8F:C8:E1,3670276,-84
1364507210,00:1E:C2:94:6D:EE,3801348,-70
1364507210,00:1E:C2:95:92:57,3801348,-78
1364507210,00:23:6C:A7:A4:B5,3670284,-68
1364507210,E4:CE:8F:74:D4:50,3670276,-100

1364508408,00:1E:C2:8F:C8:E1,3670276,-82
1364508408,00:1E:C2:94:6D:EE,3801348,-67
1364508408,00:1E:C2:95:92:57,3801348,-74
1364508408,00:1E:C2:98:1B:79,3801348,-99
1364508408,00:23:6C:A7:A4:B5,3670284,-72

1364509609,00:1E:C2:8F:C8:E1,3670276,-83
1364509609,00:1E:C2:94:6D:EE,3801348,-72
1364509609,00:1E:C2:95:92:57,3801348,-78
1364509609,00:1E:C2:98:1B:79,3801348,-89
1364509609,00:23:6C:A7:A4:B5,3670284,-67
1364509609,64:B9:E8:DE:D9:B7,3801348,-94

1364510808,00:1E:C2:8F:C8:E1,3670276,-78
1364510808,00:1E:C2:94:6D:EE,3801348,-67
1364510808,00:1E:C2:95:92:57,3801348,-63
1364510808,00:1E:C2:98:1B:79,3801348,-92
1364510808,00:23:6C:A7:A4:B5,3670284,-75
1364510808,00:26:08:CF:64:B3,3801356,-92
1364510808,F0:08:F1:58:A0:1B,5767692,-95

1364512009,00:1E:C2:8F:C8:E1,3670276,-86
1364512009,00:1E:C2:94:6D:EE,3801348,-68
1364512009,00:1E:C2:95:92:57,3801348,-62
1364512009,00:1E:C2:98:1B:79,3801348,-90
1364512009,00:23:6C:A7:A4:B5,3670284,-68

1364513209,00:1E:C2:8F:C8:E1,3670276,-77
1364513209,00:1E:C2:94:6D:EE,3801348,-64
1364513209,00:23:6C:A7:A4:B5,3670284,-68

1364514414,00:1E:C2:8F:C8:E1,3670276,-80
1364514414,00:1E:C2:94:6D:EE,3801348,-68
1364514414,00:1E:C2:95:92:57,3801348,-66
1364514414,00:23:6C:A7:A4:B5,3670284,-74
1364514414,40:A6:D9:FB:48:54,3801348,-100
1364514414,44:2A:60:D7:4D:E3,3670276,-93
1364514414,F0:08:F1:58:A0:1B,5767692,-93

1364515614,00:1E:C2:8F:C8:E1,3670276,-76
1364515614,00:1E:C2:95:92:57,3801348,-67
1364515614,00:1E:C2:98:1B:79,3801348,-86
1364515614,00:23:6C:A7:A4:B5,3670284,-76
1364515614,44:2A:60:D7:4D:E3,3670276,-95

1364516809,00:1E:C2:8F:C8:E1,3670276,-74
1364516809,00:1E:C2:94:6D:EE,3801348,-66
1364516809,00:1E:C2:95:92:57,3801348,-64
1364516809,00:23:6C:A7:A4:B5,3670284,-72
1364516809,44:2A:60:D7:4D:E3,3670276,-91
1364516809,64:B9:E8:DE:CF:F5,3801348,-78
1364516809,64:B9:E8:DE:F9:90,3801348,-79

1364518014,00:1E:C2:8F:C8:E1,3670276,-86
1364518014,00:1E:C2:94:6D:EE,3801348,-77
1364518014,00:1E:C2:95:92:57,3801348,-72
1364518014,00:23:6C:A7:A4:B5,3670284,-83
1364518014,64:B9:E8:DE:D9:B7,3801348,-97
1364518014,F0:08:F1:58:A0:1B,5767692,-94

1364519209,00:1E:C2:8F:C8:E1,3670276,-89
1364519209,00:1E:C2:94:6D:EE,3801348,-75
1364519209,00:1E:C2:95:92:57,3801348,-74
1364519209,00:1E:C2:98:1B:79,3801348,-87
1364519209,00:23:6C:A7:A4:B5,3670284,-81
1364519209,44:2A:60:D7:4D:E3,3670276,-95
1364519209,E4:CE:8F:74:D4:50,3670276,-95

1364520419,00:1E:C2:8F:C8:E1,3670276,-88
1364520419,00:1E:C2:94:6D:EE,3801348,-70
1364520419,00:1E:C2:95:92:57,3801348,-74
1364520419,00:23:6C:A7:A4:B5,3670284,-94
1364520419,04:0C:CE:EC:5C:21,3801348,-99
1364520419,44:2A:60:D7:4D:E3,3670276,-91
1364520419,64:B9:E8:DE:D9:B7,3801348,-93
1364520419,7C:D1:C3:A3:44:E4,3801348,-95

1364528808,00:23:6C:A7:A4:B5,3670284,-92

1364530008,00:23:6C:A7:A4:B5,3670284,-82

1364561209,00:23:6C:A7:A4:B5,3670284,-85

1364562409,00:23:6C:A7:A4:B5,3670284,-90

1364566014,00:1E:C2:8F:C8:E1,3670276,-94
1364566014,00:1E:C2:94:6D:EE,3801348,-74
1364566014,00:1E:C2:95:92:57,3801348,-56
1364566014,00:1E:C2:98:1B:79,3801348,-95
1364566014,44:2A:60:D7:8A:E1,3670276,-87
1364566014,64:B9:E8:DE:D9:B7,3801348,-90

1364567214,00:06:66:46:B6:55,7936,-94
1364567214,00:1E:C2:8F:C8:E1,3670276,-75
1364567214,00:1E:C2:94:6D:EE,3801348,-75
1364567214,00:1E:C2:95:92:57,3801348,-68
1364567214,00:1E:C2:98:1B:79,3801348,-92
1364567214,40:A6:D9:FB:47:70,3801348,-93
1364567214,40:A6:D9:FB:48:54,3801348,-94
1364567214,44:2A:60:D7:8A:E1,3670276,-100
1364567214,64:B9:E8:DE:D9:B7,3801348,-92

1364568414,00:17:F2:BA:19:9A,3670276,-98
1364568414,00:1E:C2:8F:C8:E1,3670276,-75
1364568414,00:1E:C2:94:6D:EE,3801348,-77
1364568414,00:1E:C2:95:92:57,3801348,-69
1364568414,04:0C:CE:E8:6E:75,3801348,-92
1364568414,40:A6:D9:FB:47:70,3801348,-97
1364568414,40:A6:D9:FB:48:54,3801348,-91
1364568414,44:2A:60:D7:4D:E3,3670276,-85
1364568414,B8:F6:B1:36:51:9C,3801348,-97

1364569608,00:1E:C2:8F:C8:E1,3670276,-89
1364569608,00:1E:C2:94:6D:EE,3801348,-81
1364569608,00:1E:C2:95:92:57,3801348,-62
1364569608,44:2A:60:D7:4D:E3,3670276,-93
1364569608,64:B9:E8:DE:D9:B7,3801348,-91

1364570819,00:1E:C2:8F:C8:E1,3670276,-87
1364570819,00:1E:C2:94:6D:EE,3801348,-66
1364570819,00:1E:C2:95:92:57,3801348,-83
1364570819,00:1E:C2:98:1B:79,3801348,-88
1364570819,40:A6:D9:FB:47:70,3801348,-97
1364570819,44:2A:60:D7:4D:E3,3670276,-93
1364570819,44:2A:60:D7:8A:E1,3670276,-89
1364570819,64:B9:E8:DE:D9:B7,3801348,-90
1364570819,F0:08:F1:58:A0:1B,5767692,-97

1364572019,00:1E:C2:8F:C8:E1,3670276,-72
1364572019,00:1E:C2:94:6D:EE,3801348,-68
1364572019,00:1E:C2:95:92:57,3801348,-62
1364572019,00:1E:C2:98:1B:79,3801348,-91
1364572019,04:0C:CE:E8:6E:75,3801348,-96
1364572019,44:2A:60:D7:4D:E3,3670276,-90
1364572019,64:B9:E8:DE:D9:B7,3801348,-87
1364572019,E4:CE:8F:74:D4:50,3670276,-100

1364573208,00:1E:C2:8F:C8:E1,3670276,-84
1364573208,00:1E:C2:94:6D:EE,3801348,-68
1364573208,00:1E:C2:95:92:57,3801348,-64
1364573208,00:1E:C2:98:1B:79,3801348,-82
1364573208,44:2A:60:D7:4D:E3,3670276,-91
1364573208,64:B9:E8:DE:D9:B7,3801348,-91
1364573208,E4:CE:8F:74:D4:50,3670276,-86

1364574419,00:1E:C2:8F:C8:E1,3670276,-77
1364574419,00:1E:C2:94:6D:EE,3801348,-85
1364574419,00:1E:C2:95:92:57,3801348,-67
1364574419,00:1E:C2:98:1B:79,3801348,-84
1364574419,44:2A:60:D6:77:9C,3801348,-97
1364574419,44:2A:60:D7:4D:E3,3670276,-88
1364574419,64:B9:E8:DE:D9:B7,3801348,-92
1364574419,8C:2D:AA:41:AF:FA,3801348,-99
1364574419,E4:CE:8F:12:B7:C9,3801356,-97

1364575619,00:1E:C2:8F:C8:E1,3670276,-80
1364575619,00:1E:C2:94:6D:EE,3801348,-59
1364575619,00:1E:C2:95:92:57,3801348,-82
1364575619,00:1E:C2:98:1B:79,3801348,-82
1364575619,04:0C:CE:E8:6E:75,3801348,-96
1364575619,44:2A:60:D7:8A:E1,3670276,-90
1364575619,64:B9:E8:DE:D9:B7,3801348,-99

1364576809,00:1E:C2:8F:C8:E1,3670276,-76
1364576809,00:1E:C2:94:6D:EE,3801348,-63
1364576809,00:1E:C2:95:92:57,3801348,-72
1364576809,00:1E:C2:98:1B:79,3801348,-87

1364578009,00:1E:C2:8F:C8:E1,3670276,-76
1364578009,00:1E:C2:94:6D:EE,3801348,-60
1364578009,00:1E:C2:98:1B:79,3801348,-88
1364578009,64:B9:E8:DE:D9:B7,3801348,-91

1364579209,00:1E:C2:8F:C8:E1,3670276,-76
1364579209,00:1E:C2:94:6D:EE,3801348,-62
1364579209,00:1E:C2:95:92:57,3801348,-77
1364579209,00:1E:C2:98:1B:79,3801348,-89
1364579209,40:A6:D9:FB:48:54,3801348,-90
1364579209,44:2A:60:D7:4D:E3,3670276,-90
1364579209,F0:08:F1:58:A0:1B,5767692,-98

1364580409,00:1E:C2:94:6D:EE,3801348,-61
1364580409,00:1E:C2:98:1B:79,3801348,-85
1364580409,44:2A:60:D7:4D:E3,3670276,-89
1364580409,64:B9:E8:DE:CF:F5,3801348,-78
1364580409,64:B9:E8:DE:D9:B7,3801348,-90
1364580409,F0:08:F1:58:A0:1B,5767692,-93

1364581608,00:1E:C2:8F:C8:E1,3670276,-87
1364581608,00:1E:C2:94:6D:EE,3801348,-77
1364581608,00:1E:C2:95:92:57,3801348,-82
1364581608,00:1E:C2:98:1B:79,3801348,-94
1364581608,40:A6:D9:FB:48:54,3801348,-93
1364581608,F0:08:F1:58:A0:1B,5767692,-94

1364582808,00:1E:C2:8F:C8:E1,3670276,-83
1364582808,00:1E:C2:94:6D:EE,3801348,-67
1364582808,00:1E:C2:94:6F:73,3801348,-94
1364582808,00:1E:C2:95:92:57,3801348,-64
1364582808,00:1E:C2:98:1B:79,3801348,-84
1364582808,44:2A:60:D7:4D:E3,3670276,-90
1364582808,64:B9:E8:DE:D9:B7,3801348,-95

1364584020,00:06:66:46:B6:55,7936,-92
1364584020,00:17:F2:BA:19:9A,3670276,-95
1364584020,00:1E:C2:8F:C8:E1,3670276,-77
1364584020,00:1E:C2:94:6D:EE,3801348,-68
1364584020,00:1E:C2:95:92:57,3801348,-75
1364584020,00:1E:C2:98:1B:79,3801348,-93
1364584020,40:A6:D9:FB:48:54,3801348,-91
1364584020,44:2A:60:D7:4D:E3,3670276,-87
1364584020,64:B9:E8:DE:D9:B7,3801348,-92
1364584020,F0:08:F1:58:A0:1B,5767692,-97

1364585214,00:1E:C2:8F:C8:E1,3670276,-77
1364585214,00:1E:C2:94:6D:EE,3801348,-61
1364585214,00:1E:C2:95:92:57,3801348,-61
1364585214,44:2A:60:D8:85:51,3801348,-98
1364585214,F0:08:F1:58:A0:1B,5767692,-93

1364587614,00:17:F2:BA:19:9A,3670276,-93
1364587614,00:1E:C2:8F:C8:E1,3670276,-74
