time,MAC,class_id,level
1364406195,00:1E:C2:8F:C8:E1,3670276,-83
1364406195,00:1E:C2:94:6D:EE,3801348,-57
1364406195,00:1E:C2:95:92:57,3801348,-62
1364406195,44:2A:60:D7:4D:E3,3670276,-87
1364406195,64:B9:E8:DE:D9:B7,3801348,-85
1364406195,7C:D1:C3:A3:44:E4,3801348,-95

1364407400,00:1E:C2:8F:C8:E1,3670276,-77
1364407400,00:1E:C2:94:6D:EE,3801348,-67
1364407400,00:1E:C2:95:92:57,3801348,-52
1364407400,00:1E:C2:98:1B:79,3801348,-95
1364407400,44:2A:60:D7:4D:E3,3670276,-91
1364407400,44:2A:60:D7:8A:E1,3670276,-98
1364407400,7C:D1:C3:A3:44:E4,3801348,-97
1364407400,E4:CE:8F:12:B7:C9,3801356,-93

1364494560,2,3801348,3

1364495760,2,3670276,3

1364496955,2,3801356,3

1364498149,2,3801356,3

1364499351,2,3670284,3

1364500548,2,3670284,3

1364501750,2,3670276,3

1364502946,2,7995916,3

1364504146,2,7995916,3

1364505349,2,7995916,3

1364506551,2,3801356,3

1364508954,2,3670284,3

1364510145,2,3670284,3

1364512562,2,3801356,3

1364513752,2,3670284,3

1364514953,2,3670284,3

1364525750,2,3801356,3

1364529346,2,3801356,3

1364531745,2,3801356,3

1364534146,2,3801356,3

1364561602,2,3670276,3

1364562796,2,3801356,3

1364563996,2,3801356,3

1364565197,2,3670276,3

1364566404,2,131332,3

1364568800,2,5898764,3

1364569996,2,5898764,3

1364571200,2,3670284,3

1364572400,2,3801356,3

1364573606,2,131336,3

1364574811,2,3801356,3

1364581641,2,4063500,3

1364582843,2,4063500,3

1364584042,2,4063500,3

1364585243,2,3801356,3

1364586445,2,3801356,3

1364587652,2,3801356,3

1364588843,2,3801356,3

1364590043,2,3670284,3

1364592446,2,2360324,3

1364593647,2,3670276,3

1364594844,2,3670276,3

1364596043,2,3670284,3

1364597247,2,3670284,3

1364598442,2,3670276,3

1364599648,2,3670276,3

1364600849,2,3670284,3

1364603242,2,3670276,3

1364604445,2,3670276,3

1364606846,2,1060,3

1364608044,2,1060,3

1364609242,2,3670284,3

1364610442,2,1060,3

1364623641,2,4063500,3

1364624841,2,4063500,3

1364626041,2,4063500,3

1364627245,2,4063500,3

1364628443,2,4063500,3

1364629641,2,4063500,3

1364630841,2,4063500,3

1364632042,2,4063500,3

1364633241,2,4063500,3

1364648236,2,4063500,3

1364650636,2,4063500,3

1364653036,2,4063500,3

1364655436,2,4063500,3

1364657832,2,4063500,3

1364659036,2,4063500,3

1364660231,2,4063500,3

1364661432,2,4063500,3

1364662632,2,3801356,3

1364665037,2,4063500,3

1364667432,2,4063500,3

1364668632,2,4063492,3

1364669832,2,3670284,3

1364671032,2,3670284,3

1364672235,2,3670284,3

1364673432,2,7995916,3

1364674632,2,7995916,3

1364675832,2,7995916,3

1364696231,2,4063500,3

1364698635,2,4063500,3

1364701031,2,3801356,3

1364702231,2,3801356,3

1364703433,2,3801356,3

1364704634,2,3801356,3

1364705834,2,3801356,3

1364707032,2,3801356,3

1364708232,2,3801356,3

1364709432,2,3801356,3

1364711831,2,3801356,3

1364713032,2,3801356,3

1364714231,2,3801356,3

1364715432,2,3801356,3

1364716631,2,3801356,3

1364744231,2,6947868,3

1364763436,2,4063500,3

1364764632,2,4063500,3

1364770636,2,4063500,3

1364771836,2,4063500,3

1364773036,2,4063500,3

1364774236,2,4063500,3

1364776632,2,4063500,3

1364780232,2,3801356,3

1364781437,2,4063500,3

1364782636,2,4063500,3

1364785031,2,4063500,3

1364788633,2,3801356,3

1364789840,2,3670276,3

1364790194,2,3670276,3

1364791040,2,3670276,3

1364792241,2,3670276,3

1364793436,2,3801356,3

1364794639,2,3801356,3

1364797031,2,3801356,3

1364798232,2,3801356,3

1364799433,2,3801356,3

1364801836,2,4063500,3

1364803036,2,3801356,3

1364804232,2,3801356,3

1364807836,2,4063500,3

1364809031,2,4063500,3

1364810232,2,4063500,3

1364811431,2,4063500,3

1364812631,2,4063500,3

1364813832,2,4063500,3

1364815036,2,4063500,3

1364816232,2,4063500,3

1364817436,2,4063500,3

1364818636,2,4063500,3

1364821031,2,3801356,3

1364822231,2,3801356,3

1364823432,2,3670276,3

1364824637,2,5898756,3

1364827039,2,131332,3

1364828242,2,5898764,3

1364830632,2,3670284,3

1364831838,2,3670284,3

1364834232,2,3670284,3

1364835446,2,3801356,3

1364836637,2,7995916,3

1364837833,2,3801356,3

1364840232,2,3801356,3

1364841431,2,7995916,3

1364842636,2,3801356,3

1364843836,2,7995916,3

1364845034,2,3801356,3

1364846232,2,3801356,3

1364847432,2,7995916,3

1364848635,2,3801356,3

1364849831,2,3801356,3

1364851031,2,3801356,3

1364858236,2,3801356,3

1364859432,2,4063492,3

1364860632,2,3801356,3

1364861831,2,3801356,3

1364863032,2,3801356,3

1364864231,2,3801356,3

1364865432,2,3801356,3

1364866636,2,3801356,3

1364867833,2,3801356,3

1364869032,2,3801356,3

1364872636,2,3801356,3

1364875036,2,3670276,3

1364877441,2,3670276,3

1364895435,2,4063500,3

1364896632,2,7995916,3

1364897831,2,7995916,3

1364899032,2,7995916,3

1364900232,2,7995916,3

1364901432,2,7995916,3

1364903831,2,7995916,3

1364905032,2,7995916,3

1364908635,2,3801356,3

1364909832,2,3801356,3

1364912241,2,268,3

1364913432,2,3801356,3

1364918241,2,3670284,3

1364920647,2,3670284,3

1364923032,2,3801356,3

1364924238,2,7995916,3

1364926634,2,7995916,3

1364927833,2,3801356,3

1364929033,2,7995916,3

1364930231,2,7995916,3

1364931431,2,7995916,3

1364935044,2,3801356,3

1364936245,2,3801356,3

1364937445,2,3670284,3

1364939840,2,7995916,3

1364942240,2,3670276,3

1364954850,2,3670284,3

1364956047,2,3670284,3

1364957256,2,3670284,3

1364958448,2,3801356,3

1364959646,2,3801356,3

1364960848,2,3801356,3

1364962055,2,3801356,3

1364963245,2,3801356,3

1364964447,2,3670276,3

1364965653,2,3670276,3

1364966858,2,3670276,3

1364968049,2,3801356,3

1364975242,2,3801356,3

1364995649,2,3670276,3

1364996844,2,3670276,3

1364998052,2,131332,3

1364999253,2,3801356,3

1365000457,2,5898764,3

1365001649,2,3801356,3

1365002854,2,3670284,3

1365004052,2,3670284,3

1365005245,2,3801356,3

1365006452,2,3801356,3

1365007650,2,3801356,3

1365008844,2,3670284,3

1365010050,2,3801356,3

1365011247,2,3670276,3

1365012442,2,3801356,3

1365013643,2,3801356,3

1365014856,2,3801356,3

1365016046,2,3670284,3

1365017243,2,3801356,3

1365018442,2,3801356,3

1365019643,2,3801356,3

